rel_path,species_idx,species_key
tool_bird_class_train/Inuwashi_Golden_Eagle/AAS1_inuwashi-083A3943-2544-2003-132-140.JPG,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/ext_inat_20260504/inat_460890720_e5c3947f.jpg,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/AAS1_inuwashi-083A3883-2756-1769-244-432.JPG,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/ext_inat_20260504/inat_47292004_eda4029e.jpg,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/ext_inat_20260504/inat_213591021_00c6d39f.jpg,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/ext_inat_20260504/inat_92490166_279b2058.jpg,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/AAS1_inuwashi-083A3722-3006-1690-218-371.JPG,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/AAS1_inuwashi-DSCr3326-1736-1432-281-274.JPG,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/ext_inat_20260504/inat_243061245_0697c56f.png,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/ext_inat_20260504/inat_633139383_949dad5b.jpg,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/BIRDS525/017.jpg,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/AAS1_inuwashi-8D4A3407-2397-1529-795-354.JPG,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/ext_inat_20260504/inat_429518623_b469caa7.jpg,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/AAS1_inuwashi-083A4419-3070-1958-177-95.JPG,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/AAS1_inuwashi-DSCr1671rr2r-888-1088-399-264.JPG,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/ext_inat_20260504/inat_496739150_0a036ded.jpg,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/AAS1_inuwashi-083A4416-2591-1226-151-110.JPG,0,Inuwashi
tool_bird_class_train/Inuwashi_Golden_Eagle/BIRDS525/041.jpg,0,Inuwashi
